FilerEIN,TaxYear,BusinessNameLine1Txt,Title,AverageHoursPerWeekRt,AverageHoursPerWeekRltdOrgRt,IndividualTrusteeOrDirector,Officer,ReportableCompFromOrg,ReportableCompFromRltdOrg,OtherCompensation,KeyEmployee,HighestCompensatedEmployee,Name,FormerOfcrDirectorTrusteeInd,InstitutionalTrustee
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RANDIE CHUBIN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RENEE OSHER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARCIA SELTZER TOBIAS,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SARI LONDON,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RACHEL SAPINSLEY,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,MOLLY HERSHENHOUSE,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,KARYN DAVIDMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,JUDITH SIMON,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,CINDY STERN,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,NANCY SCHANKERMAN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,RUTH EPSTEIN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SUSAN PACKARD,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ETHEL MEYER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,JEANETTE ZEMSKY,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,GLORIANN LEVY,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,PHYLLIS ROTER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,LANNI GUTTMAN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ALISON KAYE,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,CAROLYN KHEEL,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,CHERYL KLATCHKO,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,ESTHER WINARD,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,JAMIE ARMIN,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,DALE GORDON,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RUTH GINSBERG,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,KAREN GREENHOUSE,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,SANDRA WUNDER,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,SONDRA BLACKER,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,LENA FELD,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,JUDITH SLUTZKY,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ROBERTA GELLER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,RENA KALLMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,FRAN COHEN,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,MARGARET GORENSTEIN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,TOVAH SHRAGA,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RAYCHEL ROBBINS,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,KIRSTEN ABRAHAMSON,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,DELANEY RIEKE,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,KAYLIE SMITH,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,LINDA BARRETT,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,JODI KEEN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,AUDREY WEISBERG,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,GAIL GREENBURG,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,ELLEN NEGRIN-FESSLER,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,JENNY BROH,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,HELENE KIRZNER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SHARON CASPER,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,ALLISON FRANKEL,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,TOBE SNOW,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,EDYCE RAU,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,BEVERLY WILLIAMS,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,FAYE SOSNA,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,BONNIE ULLNER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SUSAN GREEN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,LEEANNE GALIOTO,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,MERRY LINCOVE,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,EMILY HINDIN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SUSAN BLAIR,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,HELEN MILLER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,TERRI SEARFOS,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,REGINA LANDA,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,MERI ARNO-KING,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,JULIE BLOOM,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,MARILYN GALL,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SUSAN WESTERMAN,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,EVE PODET,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,EVALYN BLOCK,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,GARRY HOOVER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,JENNIFER GRIPSHOVER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,DARLENE GROSSMAN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MICHELLE ELISBURG,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,ROBIN WOLFF,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,MICHELE ISRAEL,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,CHARLENE YUDOWIN,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,EMILY HOFFMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,NAN GOLDENTHAL,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,RAYE ZIRING,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,DIANE FOGEL,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,TAMARA NORMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,MAXINE VERNE,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ANDREA DUVAL,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,SYLVIA COOPER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MERLE STOLZENBERG,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARTHA GREEN,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,KAREN LUSTIG,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,TOBY BERKE,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,MONIKA KATZEL,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARSHA PLATNICK,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,RANI GEALER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,ELIZABETH GLOZMAN,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,CAREN SHECKTER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARNI AKSUT,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,SHANNON MAGID,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,SHARON HORODNER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,LEMOR WARZMAN,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,GERI ROSENBERG,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,ELSA STUTMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,RUTH LAYMAN,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,CAROL KAPLAN,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,HARRIET SIGEL,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,LIBBY GOLDMAN,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,SUSANRAE HARRISON,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,ARLEEN RUDOY,,
136227614,2020,,OFFICER,1.00,0.00,X,X,0,0,0,,,ROCHELLE WOLF,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARCINE PERLSON,,
136227614,2020,,SECRETARY,1.00,0.00,X,X,0,0,0,,,ANNE WALDMAN,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARILYNNE FLAQUER,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,LYNN GELLER,,
136227614,2020,,TREASURER,1.00,0.00,X,X,0,0,0,,,TOBY WOBER,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,MARCINE PERLSON,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ROCHELLE FOX,,
136227614,2020,,VICE PRESIDENT,1.00,0.00,X,X,0,0,0,,,FRIMA ACKERHALT,,
136227614,2020,,PRESIDENT,1.00,0.00,X,X,0,0,0,,,ELAINE KELLICK,,
135562401,2020,DENISE DAY,VICE CHAIRMAN,2.0,40.0,X,X,0,307602,34268,,,,,
135562401,2020,WILLIAM D RUECKERT,CHAIRMAN,2.0,0.0,X,X,0,0,0,,,,,
135562401,2020,ANGELA BROCK-KYLE,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,BARBARA A BETTIN,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,253955,35673,,,,,
135562401,2020,CHRISTINE C MARCKS,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,D SCOTT LUTTRELL,TRUSTEE VOLUNTEER UNTIL 12/2020,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,DAVID M MARTIN,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,DERRICK J STEWART,TRUSTEE VOLUNTEER AS OF 01/2021,2.0,40.0,X,,0,257436,36985,,,,,
135562401,2020,ERIC K MANN,TRUSTEE VOLUNTEER UNTIL 12/2020,2.0,40.0,X,,0,368295,42672,,,,,
135562401,2020,JOSEPH R WEIST,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,144518,24495,,,,,
135562401,2020,JURIJ Z KUSHNER,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,MARK BAUMGARTNER,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,PATRICIA HAVERLAND,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,ROBERT T LUTTS,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,SANDRA J MORANDER,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,252662,47043,,,,,
135562401,2020,SCOTT C EVANS,TRUSTEE VOLUNTEER AS OF 02/2021,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,STEPHEN IVES,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,W KELVIN WALKER,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2020,GERARD RESCIGNO,CHIEF INFORMATION OFFICER,40.0,0.0,,X,576726,0,44732,,,,,
135562401,2020,HUNTER REISNER,CHIEF INVESTMENT OFFICER,40.0,0.0,,X,2080354,0,88780,,,,,
135562401,2020,JAMES G KIRSCHNER,CHIEF STRATEGY OFFICER,40.0,0.0,,X,435280,0,88656,,,,,
135562401,2020,JOHN QUINONES,GENERAL COUNSEL,40.0,0.0,,X,620245,0,93938,,,,,
135562401,2020,MICHAEL CEFOLE,CHIEF FINANCIAL OFFICER AS OF 10/2020,40.0,0.0,,X,147441,0,7553,,,,,
135562401,2020,SCOTT DOLFI,PRESIDENT AND CHIEF EXECUTIVE OFFICER,40.0,0.0,,X,1412022,0,37496,,,,,
135562401,2020,VANESSA BOULOUS,CHIEF OPERATIONS OFFICER - EXTERNAL UNTIL 9/2020,40.0,0.0,,X,606238,0,61051,,,,,
135562401,2020,VINCENT M DE SIO,CHIEF FINANCIAL OFFICER UNTIL 9/2020,40.0,0.0,,X,623767,0,66959,,,,,
135562401,2020,ELIZABETH DELGADO,VICE PRESIDENT - HUMAN RESOURCES,40.0,0.0,,,295918,0,67168,X,,,,
135562401,2020,ELIZABETH KURILLA,VICE PRESIDENT - INTERNAL AUDIT,40.0,0.0,,,274963,0,87090,X,,,,
135562401,2020,KERRI HAYES,ASSISTANT GENERAL COUNSEL,40.0,0.0,,,296924,0,97098,X,,,,
135562401,2020,LISA WORTHY,SENIOR VICE PRESIDENT - FINANCE,40.0,0.0,,,328563,0,95535,X,,,,
135562401,2020,MARCELA DEITRICH,SENIOR VICE PRESIDENT - CUSTOMER SERVICE,40.0,0.0,,,359040,0,60332,X,,,,
135562401,2020,IVAN MANOLOV,SENIOR PORTFOLIO MANAGER,40.0,0.0,,,608976,0,58091,,X,,,
135562401,2020,MARK SINNI,SENIOR PORTFOLIO MANAGER,40.0,0.0,,,640168,0,56874,,X,,,
135562401,2020,MATTHEW HERSHEY,INVESTMENT MANAGER,40.0,0.0,,,316158,0,55989,,X,,,
135562401,2020,SULEYMAN GOKCAN,DIRECTOR OF RISK,40.0,0.0,,,521338,0,92284,,X,,,
135562401,2020,WON LEE,PORTFOLIO MANAGER,40.0,0.0,,,418529,0,89989,,X,,,
316216454,2020,PNC BANK NA,TRUSTEE,48.0,,,,237496,0,0,,,,,X
521344831,2020,,CHAIR,2.50,,X,X,0,0,0,,,MR KENNETH WOLLACK,,
521344831,2020,,CHAIR,2.50,,X,X,0,0,0,,,THE HON ANDREW H CARD JR,,
521344831,2020,,VICE CHAIR,2.00,,X,X,0,0,0,,,THE HONORABLE KAREN BASS,,
521344831,2020,,VICE CHAIR,2.50,,X,X,0,0,0,,,THE HONORABLE PETER J ROSKAM,,
521344831,2020,,VICE CHAIR,2.50,,X,X,0,0,0,,,THE HONORABLE DAVID SKAGGS,,
521344831,2020,,TREASURER,2.00,,X,X,0,0,0,,,MS JAYNE M KURZMAN ESQ,,
521344831,2020,,SECRETARY,2.00,,X,X,0,0,0,,,MRS MARILYN CARLSON NELSON,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,THE HONORABLE ELLIOTT ABRAMS,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MS JESSICA ADELMAN,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MRS ANNE APPLEBAUM,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR STEVE E BIEGUN,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR REUBEN E BRIGETY II,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MS ROXANNE BROWN,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR WILLIAM J BURNS,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR SCOTT CARPENTER,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MS MARLENE COLUCCI,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR KELLEY E CURRIE,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR EILEEN DONAHOE,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,DR MICHELE DUNNE,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR DANIEL FRIED,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR BARRY JACKSON,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,THE HONORABLE MEL MARTINEZ,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR VICTORIA NULAND,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR DAYTON OGDEN,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR MINXIN PEI,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR MARC PLATTNER,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR FRED REDMOND,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,DR NADIA SCHADLOW,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MS LIZ SHULER,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,THE HONORABLE ELISE STEFANIK,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,DR SCOTT D TAYLOR,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMB LINDA THOMAS-GREENFIELD,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR RICHARD VERMA,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,AMBASSADOR MELANNE VERVEER,,
521344831,2020,,DIRECTOR,1.00,,X,,0,0,0,,,MR GEORGE WEIGEL,,
521344831,2020,,PRESIDENT,40.00,,,X,365033,0,54028,,,MR CARL GERSHMAN,,
521344831,2020,,"CHIEF EXECUTIVE OFFICER, BEGIN 7/21",40.00,,,X,0,0,0,,,MR DAMON WILSON,,
521344831,2020,,CHIEF OPERATING OFFICER,40.00,,,X,218560,0,30844,,,MR EDMUND M GLABUS,,
521344831,2020,,"SR. DIRECTOR, FINANCIAL MGMT",40.00,,,,216999,0,39517,X,,MS LAURA C GOLIGHTLY,,
521344831,2020,,DEPUTY TO PRES - STRATEGY & POLICY,40.00,,,,214208,0,32776,,X,MS BARBARA HAIG,,
521344831,2020,,VP PROGRAMS,40.00,,,,199053,0,49049,,X,MR BRIAN JOSEPH,,
521344831,2020,,"SR. DIRECTOR, KMIT",40.00,,,,198655,0,46253,,X,MR PAUL MONIZ,,
521344831,2020,,VP STUDIES & ANALYSIS,40.00,,,,194086,0,46073,,X,MR CHRISTOPHER T WALKER,,
521344831,2020,,SR. DIRECTOR HUMAN RESOURCES,40.00,,,,192041,0,48788,,X,MS SHERI MELVIN,,
912009004,2020,,CHAIRMAN OF THE BOARD,1.00,10.00,X,X,0,0,0,,,ROGERS HOYT JR,,
912009004,2020,,PRESIDENT,1.00,15.00,X,X,0,0,0,,,DOUG SCHOENROCK,,
912009004,2020,,CHIEF EXECUTIVE OFFICER,1.00,45.00,X,X,0,362837,30107,,,ADAM PUTNAM,,
912009004,2020,,FIRST VICE PRESIDENT,1.00,15.00,X,X,0,0,0,,,CHUCK SMITH,,
912009004,2020,,SECRETARY,1.00,5.00,X,X,0,0,0,,,REX SCHULZ,,
912009004,2020,,TREASURER,1.00,10.00,X,X,0,0,0,,,WENDELL W WEAKLEY,,
912009004,2020,,"PRESIDENT, WETLANDS AMERICA TRUST, INC.",1.00,15.00,X,,0,0,0,,,STEVE MARITZ,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 1",1.00,5.00,X,,0,0,0,,,TOM ENOS,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 2",1.00,5.00,X,,0,0,0,,,CLAY ROGERS,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 3",1.00,5.00,X,,0,0,0,,,BOB SPOERL,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 4",1.00,5.00,X,,0,0,0,,,RONAL ROBERSON,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 5",1.00,5.00,X,,0,0,0,,,GALEN L JOHNSON,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 6",1.00,5.00,X,,0,0,0,,,PETER T MACGAFFIN,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 7",1.00,5.00,X,,0,0,0,,,JULIAN T OTTLEY,,
912009004,2020,,"SENIOR VICE PRESIDENT, REGION 8",1.00,5.00,X,,0,0,0,,,ROBERT J GOKEY,,
912009004,2020,,"SENIOR VICE PRESIDENT, CONSERVATION PROGRAMS",1.00,5.00,X,,0,0,0,,,CHRISTINE THOMAS,,
912009004,2020,,"SENIOR VICE PRESIDENT, YOUTH & EDUCATION",1.00,5.00,X,,0,0,0,,,HAROLD CANNON JR,,
912009004,2020,,"SENIOR VICE PRESIDENT, DEVELOPMENT",1.00,5.00,X,,0,0,0,,,JOE MAZON,,
912009004,2020,,"SENIOR VICE PRESIDENT, STRATEGIC PLANNING",1.00,5.00,X,,0,0,0,,,ROBERT S HESTER,,
912009004,2020,,"SENIOR VICE PRESIDENT, EVENT AND VOLUNTEER MANAGEM",1.00,5.00,X,,0,0,0,,,JIM TALBERT,,
912009004,2020,,"SENIOR VICE PRESIDENT, CORPORATE RELATIONS",1.00,5.00,X,,0,0,0,,,TOM JERNIGAN,,
912009004,2020,,"SENIOR VICE PRESIDENT, MARKETING/COMMUNICATIONS",1.00,5.00,X,,0,0,0,,,SCOTT STAMERJOHN,,
912009004,2020,,"SENIOR VICE PRESIDENT, MEMBERSHIP",1.00,5.00,X,,0,0,0,,,KATHY CHRISTIAN,,
912009004,2020,,"SENIOR VICE PRESIDENT, PUBLIC POLICY",1.00,5.00,X,,0,0,0,,,AL MONTNA,,
912009004,2020,,"SENIOR VICE PRESIDENT, TECHNOLOGY",1.00,5.00,X,,0,0,0,,,GARY SALMON,,
912009004,2020,,"SENIOR VICE PRESIDENT, RISK MANAGEMENT",1.00,5.00,X,,0,0,0,,,JAMES GIBSON JR,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 1",1.00,5.00,X,,0,0,0,,,EDWARD MAY,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 1",1.00,5.00,X,,0,0,0,,,JAN YOUNG,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 2",1.00,5.00,X,,0,0,0,,,MARK SCHLEGAL,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 2",1.00,5.00,X,,0,0,0,,,STEVE CHRISTIAN,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 3",1.00,5.00,X,,0,0,0,,,RUTH HOEFS,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 3",1.00,5.00,X,,0,0,0,,,NELS SWENSON,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 4",1.00,5.00,X,,0,0,0,,,KEN CARROLL,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 4",1.00,5.00,X,,0,0,0,,,JAY OWEN,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 5",1.00,5.00,X,,0,0,0,,,BRIAN GARRELS,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 5",1.00,5.00,X,,0,0,0,,,TAMMI KIRCHER,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 6",1.00,5.00,X,,0,0,0,,,WILLIAM J EBERT,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 6",1.00,5.00,X,,0,0,0,,,JAMES E VACHRIS JR,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 7",1.00,5.00,X,,0,0,0,,,MATT DUBNIK,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 7",1.00,5.00,X,,0,0,0,,,HENRY KIDD,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 8",1.00,5.00,X,,0,0,0,,,RICHARD GODFREY,,
912009004,2020,,"REGIONAL VICE PRESIDENT, REGION 8",1.00,5.00,X,,0,0,0,,,NICK MOSS,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,PAUL R BONDERSON,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,JARED BROWN,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,GEORGE H DUNKLIN JR,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,DOUGLAS D FREY,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,JERRY HARRIS,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,JEFF HEIDELBAUER,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,LARRY JENSEN,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,JAMES KONKEL,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,NICK LICHENSTEIN,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,CONNIE PARKER,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,MAMIE PARKER,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,SAM SMOLIK,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,PEPPER SNYDER,,
912009004,2020,,AT-LARGE MEMBER OF THE BOARD OF DIRECTORS,1.00,5.00,X,,0,0,0,,,JOE STOUGH,,
