FilerEIN,TaxYear,BusinessNameLine1Txt,AddressLine1Txt,AddressLine2Txt,CityNm,StateAbbreviationCd,ZIPCd,ServicesDesc,CompensationAmt,PersonNm,ProvinceOrStateNm,CountryCd,BusinessNameLine2Txt,ForeignPostalCd
208802884,2020,VENABLE LLP,750 E PRATT STREET SUITE 900,,BALTIMORE,MD,21202,LEGAL SERVICES,2275206,,,,,
208802884,2020,CHONG KOSTER LLC,1640 RHODE ISLAND NW SUITE 600,,WASHINGTON,DC,20036,ADVERTISING,1757196,,,,,
208802884,2020,DELIVER STRATEGIES LLC,PO BOX 100970,,ARLINGTON,VA,22210,PRINTING,1425028,,,,,
231968136,2021,BOSTON COMMON ASSET MANAGEMENT LLC,200 STATE STREET 7TH FLOOR,,BOSTON,MA,02109,INVESTMENT MANAGEMENT,399986,,,,,
231968136,2021,ACCUTECH SYSTEMS CORPORATION,2620 N ACCUTECH WAY,,MUNCIE,IN,47304,BACK OFFICE SUPPORT,381300,,,,,
231968136,2021,BOSTON TRUST & INVESTMENT MANAGEMENT CO,ONE BEACON STREET,,BOSTON,MA,02108,INVESTMENT MANAGEMENT,229640,,,,,
231968136,2021,ARISTOTLE CAPITAL BOSTON,125 SUMMER STREET SUITE 12200,,BOSTON,MA,00211,INVESTMENT MANAGEMENT,204569,,,,,
231968136,2021,PAYDEN & RYGEL,333 S GRAND AVE FLOOR 32,,LOS ANGELES,CA,90071,INVESTMENT MANAGEMENT,192988,,,,,
300108263,2021,KALOTHIA CABLING,1301 MORAN ROAD,,DULLES,VA,20166,OFFICE CABLING,229940,,,,,
300108263,2021,MATTER UNLIMITED,519 BROADWAY 6TH FLOOR,,NEW YORK,NY,10012,DIGITAL PRODUCTION,220000,,,,,
300108263,2021,IGNITE IT LLC,17843 RUNNING COLT PL,,LEESBURG,VA,20175,IT RELATED CONSULTING,166229,,,,,
300108263,2021,PARTNERSHIP EMPLOYMENT,PO BOX 75343,,CHICAGO,IL,60675,TEMP SERVICES,156001,,,,,
300108263,2021,BUILDING FOR MISSION,7726 GUNSTON PLAZA,,LORTON,VA,22079,HR CONSULTING,152000,,,,,
110303001,2021,,245 SUMMER STREET,,BOSTON,MA,02205,ADMIN & INV MGMT SVC,121614046,FMR LLC,,,,
110303001,2021,,1000 HARBOR BOULEVARD,,WEEHAWKEN,NJ,07086,INVEST. MANAGEMENT,7854858,UBS FINANCIAL SERVICES,,,,
110303001,2021,,100 1ST STREET SUITE 360,,SAN FRANCISCO,CA,94105,INVEST. MANAGEMENT,5588597,JORDAN PARK,,,,
110303001,2021,,394 PACIFIC AVENUE,,SAN FRANCISCO,CA,94111,INVEST. MANAGEMENT,4418966,ICONIQ CAPITAL,,,,
110303001,2021,,1585 BROADWAY,,NEW YORK,NY,10036,INVEST. MANAGEMENT,1976757,MORGAN STANLEY WEALTH MANAGEMENT,,,,
611740292,2021,THE CHRISTMAN COMPANY,634 FRONT AVE NW,,GRAND RAPIDS,MI,49504,CONSTRUCTION,41498130,,,,,
611740292,2021,TRANE,3600 PAMMEL CREEK RD,,LA CROSSE,WI,54601,MAINTENANCE,17270014,,,,,
611740292,2021,SIEMENS MEDICAL SOLUTIONS INC,51 VALLEY STREAM PARKWAY,,MALVERN,PA,19355,MEDICAL EQUIPMENT,15282592,,,,,
611740292,2021,INTUITIVE SURGICAL,1020 KIFER RD,,SUNNYVALE,CA,94086,MEDICAL EQUIPMENT,11102260,,,,,
611740292,2021,EMERGENCY CARE SPECIALISTS PC,4100 EMBASSY DR SE 400,,GRAND RAPIDS,MI,49546,MEDICAL SERVICES,8540055,,,,,
412186719,2021,,4500 MAIN ST,,KANSAS CITY,MO,64111,INDIRECT - SEE SCH O,1053417,AMERICAN CENTURY INVESTMENTS,,,,
412186719,2021,,PO BOX 503089,,ST LOUIS,MO,63150,LEGAL SERVICES,547684,BRYAN CAVE LEIGHTON PAISNER LLP,,,,
412186719,2021,,4510 BELLEVIEW STE 110,,KANSAS CITY,MO,64111,COMMUNICATION SRVCS,451211,PARRIS COMMUNICATIONS,,,,
412186719,2021,,PO BOX 75647,,CHICAGO,IL,60675,AUDIT AND TAX SRVCS,264599,PRICEWATERHOUSECOOPERS LLP,,,,
412186719,2021,,610 N 9TH,,SAINT MARYS,KS,66536,MAINT.& REPAIR SRVCS,259850,VICTOR AARMESTO,,,,
912117699,2021,,219 CYPRESS CIRCLE,,PHARR,TX,78577,TUTORING,247200,RENRYDER LLC,,,,
912117699,2021,,122 NORTH OCEAN DRIVE,,PORT LAVACA,TX,77979,GRANT MANAGEMENT,126100,DAVIS ASSOCIATION MANAGEMENT,,,,
912117699,2021,,149 COTTONWOOD DRIVE,,COPPELL,TX,78501,TUTORING,123765,SYLVAN - OHANA DFW LEARN 3,,,,
912117699,2021,,903 W DOVE,,MCALLEN,TX,78501,TUTORING,113850,RGV TUTOR LLC,,,,
912117699,2021,,1 MONARCH PLACE,,SPRINGFIELD,MA,01144,LOBBYIST SERVICES,110000,VENTRY ASSOCIATES LLLP,,,,
980127096,2021,,639 WICKHAM STREET,,FORTITUDE VALLEY,,,Construction service,57444685,HANSEN YUNCKEN PTY LTD,QUEENSLAND,AS,,4006
980127096,2021,,LEVEL 1 12 NEIL STREET,,TOOWOOMBA,,,Construction service,48751558,McNab Developments Qld Pty Ltd,QUEENSLAND,AS,,4350
980127096,2021,,LEVEL 3 AUBIGNY PLACE RAYMOND TERR,,SOUTH BRISBANE,,,Research activities,20679657,Mater Research Ltd,QUEENSLAND,AS,,4101
980127096,2021,,CITY ROAD,,CAMPERDOWN,,,Research activities,13195196,University of Sydney,0,AA,,2006
980127096,2021,,11 ASHTAN PLACE,,CAMPERDOWN,,,Construction service,10498597,Tomkins Commercial Industrial Bui,0,AS,,4041
132803276,2021,AB Data Ltd,600 AB Data Drive,,Milwakee,WI,53217,"Postage, Shipping & Delivery",1114186,,,,,
132803276,2021,AB Data Client Trust,600 AB Data Drive,,Milwakee,WI,53217,"Postage, Shipping & Delivery",392054,,,,,
132803276,2021,Blackbaud,PO Box 930256,,Atlanta,GA,311930256,Contract Services,159654,,,,,
132803276,2021,Build Consulting,1107 Battlewood Street,,Franklin,TN,37069,Information Management,150008,,,,,
132803276,2021,Pinkston Droup Inc,3110 Fairview Park Drive 1400,,Falls Church,VA,22042,Consultant,147500,,,,,
203270502,2021,,4500 MAIN STREET,,KANSAS CITY,MO,64110,INDIRECT - SEE SCH O,250000,AMERICAN CENTURY INVESTMENTS,,,,
461457252,2021,DIGITAL IGNITE,635 RUTLEDGE AVE STE 201,,CHARLESTON,SC,29403,ADVERTISING SERVICES,584175,,,,,
461457252,2021,BAKER & HOSTETLER,1050 CONNECTICUT AVE NW STE 1100,,WASHINGTON,DC,20036,LEGAL SERVICES,193320,,,,,
461457252,2021,BASCOM COMMUNICATIONS LLC,217 S ADAMS ST A,,TALLAHASSEE,FL,32301,PUBLIC RELATIONS,121119,,,,,
611740292,2022,,7000 CARDINAL PLACE,,DUBLIN,OH,43017,PHARMACEUTICALS SVCS,152150340,CARDINAL HEALTH,,,,
611740292,2022,,634 FRONT AVE NW,,GRAND RAPIDS,MI,49504,CONSTRUCTION SVCS,53530830,THE CHRISTMAN COMPANY,,,,
611740292,2022,,PO BOX 123519,,DALLAS,TX,75312,STAFFING SERVICES,29592439,AYA HEALTHCARE INC,,,,
611740292,2022,,2999 OLYMPUS BLVD,,DALLAS,TX,75019,STAFFING SERVICES,25204592,AMN HEALTHCARE INC,,,,
611740292,2022,,550 KIRTLAND STREET SW,,GRAND RAPIDS,MI,49507,CONSTRUCTION SVCS,24055744,PIONEER CONSTRUCTION,,,,
510198509,2022,CIVITAS PUBLIC AFFAIRS GROUP,409 7TH STREET NW STE 350,,WASHINGTON,DC,20004,MANAGE PHILANTHROPY SERVICES,230000,,,,,
510198509,2022,GLOBAL & COLLECTIVE LLC,19 ST FRANCIS PL,,BROOKLYN,NY,11216,MANAGE PHILANTHROPY SERVICES,150000,,,,,
510198509,2022,AHIMSA COLLECTIVE,3308 SCHOOL STREET,,OAKLAND,CA,94602,MANAGE PHILANTHROPY SERVICES,150000,,,,,
510198509,2022,,2312 1/2 MADISON AVE,,BALTIMORE,MD,21217,MANAGE PHILANTHROPY SERVICES,150000,JESSICA SOLOMON,,,,
530183181,2022,RWT Production LLC,8932 Orange Hunt Lane,,Annandale,VA,22003,Printing and Production,6048674,,,,,
530183181,2022,ALTA Resources,120 N Commercial Street,,Neenah,WI,54956,Fulfillment and Call Center Services,1050050,,,,,
530183181,2022,Meta Platforms Inc,15161 Collections Center Drive,,Chicago,IL,60693,Digital Advertising,476753,,,,,
530183181,2022,ROI Solutions Incorporated,1 Alewife Center Suite 220,,Cambridge,MA,02140,Database Services,464890,,,,,
530183181,2022,New Canvassing Experience Inc,177 Shady Oaks Loop,,Cedar Creek,TX,78612,Canvassing,463586,,,,,
810739440,2022,,611 MEREDITH ROAD NE UNIT 700,,CALGARY,,,ADMINISTRATIVE SVCS,33485352,BENEVITY INC,ALBERTA,CA,,T2E 2W5
810739440,2022,,800 SOUTH STREET SUITE 640,,WALTHAM,MA,02453,ADMINISTRATIVE SVCS,4635981,BLUESNAP CORPORATE HQ,,,,
810739440,2022,,2211 NORTH FIRST STREET,,SAN JOSE,CA,95131,ADMINISTRATIVE SVCS,1412027,PAYPAL,,,,
810739440,2022,,ONE FINANCIAL PARKWAY,,KALAMAZOO,MI,49009,ADMINISTRATIVE SVCS,148680,PNC BANK,,,,
135661832,2022,GiveBridge,525 Western Monroe St Ste 900,,Chicago,IL,60661,In-person solicitation,2752982,,,,,
135661832,2022,PMX Agency LLC,One World Trade Center 63rd Floor,,New York,NY,10007,Fundraising Counsel,431597,,,,,
135661832,2022,Whelnet Services Inc,6264 Loisdale Ct 600,,Springfield,VA,22150,IT services,328869,,,,,
135661832,2022,Grounded World,24 Canal Road,,Westport,CT,06880,Fundraising Counsel,317119,,,,,
135661832,2022,PricewaterhouseCoopers LLP,3109 W DR MLK JR BLVD,,Tampa,FL,33607,Audit services,180000,,,,,
650267668,2022,CERNER CORPORATION,PO BOX 959156,,ST LOUIS,MO,631959156,SOFTWARE SUPPORT,25702696,,,,,
650267668,2022,MICROSOFT CORPORATION,1950 N STEMMONS FWY,5010,DALLAS,TX,75207,SOFTWARE SUPPORT,19238219,,,,,
650267668,2022,REPUBLICA HAVAS LLC,2153 CORAL WAY STE 500,,MIAMI,FL,33145,MARKETING SERVICES,13929565,,,,,
650267668,2022,CAPGEMINI AMERICA INC,10100 INNOVATION DRIVE,SUITE 200,DAYTON,FL,45342,SOFTWARE SUPPORT,11480525,,,,,
650267668,2022,PROSYS INFORMATION SYSTEMS INC,PO BOX 822169,,PHILADELPHIA,PA,19182,SOFTWARE SUPPORT,11303080,,,,,
591479658,2022,AYA Healthcare Inc,PO Box 123519 Dept 3519,,Dallas,TX,75312,Healthcare Staffing,102772195,,,,,
591479658,2022,AMN Healthcare Inc,8840 Cypress Waters Blvd Ste 300,,Dallas,TX,75019,Healthcare Staffing,98647901,,,,,
591479658,2022,Maxim Healthcare Services Inc,12558 Collections Center Dr,,Chicago,IL,60693,Healthcare Staffing,62626668,,,,,
591479658,2022,Brasfield & Gorrie LLC,2999 Circle 75 Parkway Ste 100,,Atlanta,GA,30339,Construction Services,57508699,,,,,
591479658,2022,Cross Country Staffing Inc,PO Box 404674,,Atlanta,GA,30384,Healthcare Staffing,27287329,,,,,
042105780,2022,A&R MBE ROOFING CONTRACTORS LLC,1671 WORCESTER RD,,FRAMINGHAM,MA,01701,CONSTRUCTION,401206,,,,,
042105780,2022,HAVEN CONTRACTING CORPORATION,25 DEERFIELD AVE,,WESTWOOD,MA,02090,CONSTRUCTION,398176,,,,,
042105780,2022,MAASS LLC,145 PALISADE STREET 328,,DOBBS FERRY,NY,10522,PROJECT MANAGEMENT,308000,,,,,
042105780,2022,THE CADMUS GROUP LLC,410 TOTTEN POND ROAD,,WALTHAM,MA,02451,SUSTAINABILITY CONSULTING,287151,,,,,
042105780,2022,DLA PIPER LLP,650 SOUTH EXETER STREET SUITE 1100,,BALTIMORE,MD,21202,LEGAL SERVICES,234999,,,,,
863199323,2022,US ELECTION INVEST & LAWSUITS INC,5330 HIGHLAND RD,,WATERFORD,MI,48327,,700000,,,,,
863199323,2022,OGC LAW LLC,1575 MCFARLAND ROAD SUITE 201,,PITTSBURGH,PA,15216,,228634,,,,,
863199323,2022,BLACK MANATEE INVESTMENT LLC,9812 FALLS ROAD SUITE 114-141,,POTOMAC,MD,20854,,191671,,,,,
863199323,2022,,506 WINDINGWAY ROAD,,LYNCHBURG,VA,24502,,168631,MARK LLOYD,,,,
863199323,2022,,9809 WHETSTONE DR,,MONTGOMERY VILLAGE,MD,20886,,150000,BRIAN DELLA ROCCA,,,,
521974904,2022,BULLY PULPIT INTERACTIVE LLC,1445 NEW YORK AVE NW 5TH FL,,WASHINGTON,DC,20005,ADVOCACY SERVICES,11343488,,,,,
521974904,2022,DP STRATEGIES LLC,1203 K STREET NW,,WASHINGTON,DC,20005,ADVOCACY SERVIVES,4313533,,,,,
521974904,2022,SKDKNICKERBOCKER LLC,1150 18TH ST NW STE 800,,WASHINGTON,DC,20036,ADVOCACY SERVICES,2870722,,,,,
521974904,2022,ESPOUSAL STRATEGIES LLC,101 SW MADISON 8274,,PORTLAND,OR,97207,ADVOCACY SERVICES,551500,,,,,
521974904,2022,BUCK DESIGN LLC,2630 LACY STREET,,LOS ANGELES,CA,90031,ADVOCACY SERICES,391259,,,,,
200960855,2022,Masterworks,19462 Powder Hills Pl NE,,Poulsbo,WA,98370,Consulting/Advertising,133517,,,,,
954523231,2022,MAKENA CAPITAL MANAGEMENT,2755 SAND HILL RD SUITE 200,,MENLO PARK,CA,94025,INVESTMENT MANAGEMENT,4059972,,,,,
954523231,2022,L FISHER ASSOCIATES LLC,427 BEACON RIDGE BLVD,,CHAPEL HILL,NC,27516,RECRUITING SERVICES,170536,,,,,
954523231,2022,FORUM ONE COMMUNICATIONS CORP,6140 S GUN CLUB RD K6 153,,AURORA,CO,80016,WEBSITE HOSTING AND MAINTENANCE,112065,,,,,
384016550,2022,ANALYTIC8 LLC,150 N MICHIGAN AVE,STE 1580,CHICAGO,IL,60601,CONSULTING,795100,,,,,
384016550,2022,RSM US LLP,80 CITY SQUARE,,BOSTON,MA,02129,CONSULTING,572264,,,,,
384016550,2022,CAPM LLC,477 MADISON AVE,STE 210,NEW YORK,NY,10022,CONSULTING,302994,,,,,
384016550,2022,ERNST & YOUNG US LLP,PO BOX 640,,PITTSBURG,PA,15264,CONSULTING,124084,,,,,
208295721,2023,,225 NORTH SHORE DRIVE,,PITTSBURGH,PA,15212,CONSTRUCT CONTRACTOR,270993910,WHITING-TURNER PJ DICK JV,,,,
208295721,2023,,601 TECHNOLOGY DRIVE,,CANNONSBURG,PA,15317,CONSTRUCT CONTRACTOR,66873887,MASCARO BARTON MARLOW A JOINT VENTU,,,,
208295721,2023,,6 CONCOURSE PARKWAY SUITE 2250,,ATLANTA,GA,30328,PHYSICIAN SERVICES,56375426,MSP SYNCHRONIZED SOLUTIONS LLC,,,,
208295721,2023,,2501 SMALLMAN STREET SUITE 100,,PITTSBURGH,PA,15222,CONSTRUCT CONTRACTOR,32260407,RYCON CONSTRUCTION INC,,,,
208295721,2023,,3000 MONTOUR CHURCH ROAD,,OAKDALE,PA,15071,INFO TECH SERVICES,31960548,AEC GROUP LLC,,,,
453358926,2023,ERNST & YOUNG LLP,1201 MAIN STREET,SUITE 2000,DALLAS,TX,75202,Audit & Professional Services,19596707,,,,,
453358926,2023,CROWE LLP,PO BOX 71570,,CHICAGO,IL,606941570,Consulting & Tax Services,7054517,,,,,
453358926,2023,DELOITTE AND TOUCHE LLP,4022 SELLS DRIVE,,HERMITAGE,TN,370762903,INTERNAL AUDIT SERVICES,3949939,,,,,
453358926,2023,RQI PARTNERS LLC,7272 GREENVILLE AVENUE,SUITE P2020,DALLAS,TX,75231,Clinical Education & Quality Services,2165792,,,,,
453358926,2023,WINSTON & STRAWN LLP,35 W WACKER DRIVE,,CHICAGO,IL,606011723,LEGAL SERVICES,2074307,,,,,
431634280,2023,CYBERGRANTS LLC,300 BRICKSTONE SQ STE 601,,ANDOVER,MA,018101454,GRANT PROCESSING,5409310,,,,,
431634280,2023,OMAZE INC,5735 W ADAMS BLVD,,LOS ANGELES,CA,900162440,DIGITAL FUNDRAISING FEES,1150172,,,,,
431634280,2023,ADDISON GROUP,7076 SOLUTIONS CTR,,CHICAGO,IL,606777000,TEMP HIRING AGENCY,526317,,,,,
431634280,2023,NAUTICON INFORMATION SYSTEMS,15878 GAITHER DR,,GAITHERSBURG,MD,208771404,REMOTE IT SUPPORT,246843,,,,,
431634280,2023,BDO USA LLP,8401 GREENSBORO DR STE 800,,MCLEAN,VA,221023599,AUDIT FEES,165938,,,,,
110303001,2023,,245 Summer Street,,BOSTON,MA,02205,ADMIN & INV MGMT SVC,136745342,FMR LLC,,,,
110303001,2023,,50 Beale Street Suite 2300,,SAN FRANCISCO,CA,94105,INVEST. MANAGEMENT,7925719,ICONIQ CAPITAL,,,,
110303001,2023,,711 Third Avenue,,NEW YORK,NY,10017,phil. consulting,2880000,McKinsey Company Inc,,,,
110303001,2023,,100 1ST STREET SUITE 360,,SAN FRANCISCO,CA,94105,Invest. Management,2826366,Jordan Park,,,,
110303001,2023,,45 Rockefeller Plaza 5th Floor,,NEW YORK,NY,10111,Invest. Management,1240669,Rockefeller Capital Management,,,,
364724966,2023,VAYA WORKFORCE SOLUTIONS LLC,5930 CORNERSTONE CT W,,SAN DIEGO,CA,921213772,TEMPORARY STAFFING,180910142,,,,,
364724966,2023,POWERUJAMAA 6 LLC,8750 W BRYN MAWR AVE,,CHICAGO,IL,60631,GENERAL CONTRACTOR,76409432,,,,,
364724966,2023,POWERUJAMAA 7 LLC,8750 W BRYN MAWR AVE,,CHICAGO,IL,60631,GENERAL CONTRACTOR,53361996,,,,,
364724966,2023,WALSH CONSTRUCTION COMPANY II LLC,929 W ADAMS ST,,CHICAGO,IL,60607,GENERAL CONTRACTOR,33798887,,,,,
364724966,2023,SKENDER CONSTRUCTION LLC,1330 W FULTON ST,,CHICAGO,IL,606071137,GENERAL CONTRACTOR,29705313,,,,,
314379427,2023,MERRICK SMSI JOINT VENTURE LLP,600 SIXTH STREET,,LOS ALAMOS,NM,87544,CONSTRUCTION,122180152,,,,,
314379427,2023,CENTERRA GROUP LLC,7121 FAIRWAY DR,,PALM BEACH GARDENS,FL,33418,PROFORCE SERVICES,19295756,,,,,
314379427,2023,EW HOWELL CO LLC,245 NEWTOWN RD,,PLAINVIEW,NY,11803,CONSTRUCTION,14021447,,,,,
314379427,2023,INCUSCALE LLC,1425 PLAIN CITY-GEORGESVILLE RD,,WEST JEFFERSON,OH,43162,PROFESSIONAL SERVICES,11857088,,,,,
314379427,2023,YOH SERVICES LLC,1500 SPRING GARDENS ST,,PHILADELPHIA,PA,19130,PROFESSIONAL SERVICES,11676279,,,,,
900656139,2023,HALLMARK HEALTH CARE SOLUTIONS INC,PO BOX 22937,,NEW YORK,NY,100872937,STAFFING SERVICES,197204777,,,,,
900656139,2023,CONSIGLI CONSTRUCTION CO INC,72 SUMNER STREET,,MILFORD,MA,01757,CONSTRUCTION SERVICES,165409765,,,,,
900656139,2023,TURNER WALSH,2 SEAPORT LANE,,BOSTON,MA,02210,CONSTRUCTION SERVICES,120022395,,,,,
900656139,2023,TURNER CONSTRUCTION CO,2 SEAPORT LANE,,BOSTON,MA,02210,CONSTRUCTION SERVICES,93543145,,,,,
900656139,2023,MAXIM HEALTHCARE SERVICES HOLD INC,5930 CORNERSTONE COURT WEST,,SAN DIEGO,CA,92121,STAFFING SERVICES,82582220,,,,,
210650678,2023,COMPASS GROUP USA INC,PO BOX 417632,,BOSTON,MA,022417632,FOOD SERVICES,8562817,,,,,
210650678,2023,ELLUCIAN COMPANY LLC,62590 COLLECTION CENTER DRIVE,,CHICAGO,IL,60693,INFORMATION TECHNOLOGY SERVICES,5762147,,,,,
210650678,2023,CUSHMAN & WAKEFIELD OF NEW JERSEY LLC,PO BOX 854002,,MINNEAPOLIS,MN,55485,CUSTODIAL SERVICES,3527766,,,,,
210650678,2023,PRINCETON PARTNERS LLC,189 WALL ST,,PRINCETON,NJ,08540,ADVERTISING & PUBLIC RELATIONS,3521089,,,,,
210650678,2023,PREMIER ENTERPRISES LLC,1520 RTE 37 W SUITE 4,,TOMS RIVER,NJ,08755,CONSTRUCTION SERVICES,1403860,,,,,
370813229,2023,Medical Solutions LLC,PO Box 850861,,Minneapolis,MN,554850861,Medical Staffing Services,65303147,,,,,
370813229,2023,Assoc Anesthesiologists SC,PO Box 14470,,St Louis,MO,631784470,Anesthesiologists Services,27328865,,,,,
370813229,2023,NORTH AMERICAN PARTNERS IN ANESTHESIA,1305 Walt Whitman Rd,Suite 300,Melville,NY,11747,Anesthesiologists Services,22701070,,,,,
370813229,2023,Mayo Clinic,PO Box 4006,,Rochester,MN,55903,Laboratory Services,7528789,,,,,
370813229,2023,CHANGE HEALTHCARE SOLUTIONS LLC,3055 LEBANON PIKE STE 1000,,NASHVILLE,TN,37214,SOFTWARE MAINTENANCE SERVICES,6773206,,,,,
942162549,2023,INSTITUTE ON AGING,3575 GEARY BLVD,,SAN FRANCISCO,CA,941183212,HEALTH SERVICES,23127201,,,,,
942162549,2023,PHARMASTAR LLC,228 STRAWBRIDGE DRIVE,,MOORESTOWN,NJ,08057,PHARMACY BENEFIT MANAGEMENT,15246535,,,,,
942162549,2023,CALIFORNIA PACIFIC MEDICAL CENTER,PO BOX 278450,,SACRAMENTO,CA,958278450,HEALTH SERVICES,4114417,,,,,
942162549,2023,JC CARE INC,2740 CALIFORNIA STREET,,SAN FRANCISCO,CA,94115,HEALTH SERVICES,3633499,,,,,
942162549,2023,UCSF MEDICAL CENTER,PO BOX 885904,,LOS ANGELES,CA,900885904,HEALTH SERVICES,2845625,,,,,
860974183,2023,ONMESSAGE PUBLIC STRATEGIES,71 GIDDINGS AVE SUITE 41,,ANNAPOLIS,MD,21401,PUBLIC RELATIONS SERVICES,714346,,,,,
860974183,2023,INTELITRANS LLC,4314 E GRAYTHORN AVE STE 100,,PHOENIX,AZ,85044,DISTRIBUTION SERVICES,296579,,,,,
860974183,2023,CAPITOL 6 ADVISORS,300 S WASHINGTON ST SUITE 300,,ALEXANDRIA,VA,22314,CONSULTING SERVICES,249587,,,,,
860974183,2023,CROSSROADS STRATEGIES LLC,800 NORTH CAPITOL STREET NORTHWEST,,WASHINGTON,DC,20002,CONSULTING SERVICES,221457,,,,,
860974183,2023,THE HERALD GROUP LLC,1800 M STREET NORTHWEST SUITE 450,,WASHINGTON,DE,20036,PUBLIC RELATIONS SERVICES,164829,,,,,
521974904,2023,BULLY PULPIT INTERACTIVE LLC,1445 NEW YORK AVE NW 5TH FL,,WASHINGTON,DC,20005,ADVOCACY SERVICES,4041711,,,,,
521974904,2023,SKDKNICKERBOCKER LLC,1150 18TH ST NW STE 800,,WASHINGTON,DC,20005,ADVOCACY SERVIVES,2328825,,,,,
521974904,2023,THIES AND GRENELL LLC,214 N 11TH STREET 3W,,BROOKLYN,NY,11211,ADVOCACY SERVICES,2305293,,,,,
521974904,2023,DP STRATEGIES LLC,1203 K STREET NW,,WASHINGTON,DC,20005,ADVOCACY SERVICES,1536767,,,,,
521974904,2023,GRSG COMPANY,5922 EXCELSIOR BLVD,,MINNEAPOLIS,MN,55416,ADVOCACY SERVICES,522650,,,,,
133539048,2023,RWT PRODUCTIONS LLC,8932 ORANGE HUNT LANE,,ANNANDALE,VA,22003,Direct Mail Consulting,197346,,,,,
133539048,2023,CATALIST LLC,1090 VERMONT AVE NW STE 300,,WASHINGTON,DC,20005,Data management / IT services,154970,,,,,
133539048,2023,TASK FORCE LLC,4313 MENTONE AVE,,CULVER CITY,CA,90232,marketing services,112500,,,,,
954523231,2023,MAKENA CAPITAL MANAGEMENT,2755 SAND HILL RD SUITE 200,,MENLO PARK,CA,94025,INVESTMENT MANAGEMENT,5604910,,,,,
954523231,2023,FORUM ONE COMMUNICATIONS CORP,6140 S GUN CLUB RD K6 153,,AURORA,CO,80016,WEBSITE HOSTING AND MAINTENANCE,232151,,,,,
954523231,2023,VISIONS INC,1452 DORCHESTER AVE 4TH FL,,DORCHESTER,MA,02122,CONSULTING,149848,,,,,
954523231,2023,CENTER FOR CREATIVE LEADERSHIP,ONE LEADERSHIP PLACE,,GREENSBORO,NC,27410,STAFF TRAINING,146050,,,,,
510157792,2023,OMNI HOTEL & RESORT,555 SOUTH LAMAR,,DALLAS,TX,75202,HOTEL SERVICES,538081,,,,,
510157792,2023,THE EXPO GROUP,5931 CAMPUS CIRCLE WEST,,IRVING,TX,75063,DECORATOR,456623,,,,,
510157792,2023,KBH CONVENTION CENTER,650 S GRIFFIN,,DALLAS,TX,75202,CONVENTION RENT,395978,,,,,
510157792,2023,SAFARI CLASSICS,5206 MCKINNEY AVE 101,,DALLAS,TX,75205,ADVERTISING,391250,,,,,
510157792,2023,ALFORD MEDIA SERVICES INC,2965 SOUTH FREEPORT PKWY,,COPPELL,TX,75019,MEDIA,342547,,,,,
237302826,2023,,3-1550 Kaumualii Hwy,,Lihue,HI,96766,Landscaping,232488,Kauai Nursery Landscaping Inc,,,,
361707667,2023,ACCION LABS US INC,DDI PLAZA I 1225 WASHINGTON PIKE,,BRIDGEVILLE,PA,15017,STAFFING AND CONSULTING,7171718,,,,,
361707667,2023,MICROSOFT CORPORATION (LICENSING),1950 N STEMMONS FWY,,DALLAS,TX,75207,SOFTWARE LICENSING,2521678,,,,,
361707667,2023,ORACLE AMERICA INC,PO BOX 203448,,DALLAS,TX,75320,SOFTWARE LICENSING,1229410,,,,,
361707667,2023,RIGHTPOINT,1155 AVENUE OF THE AMERICAS 4TH FL,,NEW YORK,NY,10036,CONSULTING SERVICES,1099218,,,,,
361707667,2023,TEKSYSTEMS INC,7437 RACE ROAD,,HANOVER,MD,21076,STAFFING,960979,,,,,
135562401,2024,RGM CAPITAL LLC,9010 Strada Stell Court,Suite 105,Naples,FL,34109,INVESTMENT MANAGEMENT,2524181,,,,,
135562401,2024,DALTON INVESTMENTS LLC,1601 Cloverfield Boulevard,Suite 5050N,Santa Monica,CA,90404,INVESTMENT MANAGEMENT,2133361,,,,,
135562401,2024,SDC CAPITAL PARTNERS,817 Broadway,10th Floor,New York,NY,10003,INVESTMENT MANAGEMENT,2018826,,,,,
135562401,2024,GOLDENTREE CLARENCE ASSET MANAGEMENT,300 Park Avenue,20th Floor,New York,NY,10022,INVESTMENT MANAGEMENT,2002472,,,,,
135562401,2024,ALYESKA INVESTMENT GROUP LP,77 West Wacker Drive,Suite 700,Chicago,IL,60611,INVESTMENT MANAGEMENT,1914581,,,,,
431634280,2024,CYBERGRANTS LLC,300 BRICKSTONE SQ STE 601,,ANDOVER,MA,018101454,GRANT PROCESSING,8287044,,,,,
431634280,2024,APFS STAFFING INC ADDISON GROUP,7076 SOLUTIONS CTR,,CHICAGO,IL,606777000,TEMP HIRING AGENCY,886959,,,,,
431634280,2024,OMAZE INC,5735 W ADAMS BLVD,,LOS ANGELES,CA,900162440,DIGITAL FUNDRAISING,450000,,,,,
431634280,2024,BDO USA LLP,8401 GREENSBORO DR STE 800,,MCLEAN,VA,210023599,FINANCIAL STATEMENT AUDIT,177158,,,,,
431634280,2024,EMILY STREET ENTERPRISES LLC NAUTICON I,15878 GAITHER DR,,GAITHERSBURG,MD,208771404,REMOTE IT SUPPORT,104604,,,,,
131788491,2024,Acara Solutions Inc,250 International Dr,,Williamsville,NY,14221,Contract Labor Services,4777449,,,,,
